Time,Value
06:09:02,7
06:09:03,6
06:09:04,7
06:09:05,7
06:09:06,7
06:09:07,7
06:09:08,7
06:09:09,7
06:09:11,7
06:09:12,7
06:09:13,7
06:09:14,7
06:09:15,7
06:09:16,7
06:09:17,7
06:09:18,7
06:09:19,7
06:09:20,7
06:09:21,7
06:09:22,7
06:09:23,7
06:09:24,7
06:09:25,7
06:09:26,7
06:09:27,7
06:09:28,7
06:09:29,7
06:09:30,7
06:09:31,7
06:09:32,7
06:09:33,7
06:09:34,7
06:09:35,7
06:09:36,7
06:09:37,7
06:09:38,7
06:09:39,7
06:09:40,7
06:09:41,7
06:09:42,7
06:09:43,7
06:09:44,7
06:09:45,7
06:09:46,7
06:09:47,7
06:09:48,7
06:09:49,7
06:09:50,7
06:09:51,7
06:09:52,7
06:09:53,8
06:09:54,7
06:09:55,8
06:09:56,7
06:09:57,8
06:09:58,8
06:09:59,8
06:10:00,7
06:10:01,7
06:10:02,7
06:10:03,8
06:10:04,8
06:10:05,8
06:10:06,7
06:10:07,8
06:10:08,8
06:10:09,8
06:10:10,8
06:10:11,8
06:10:12,8
06:10:13,8
06:10:15,8
06:10:16,8
06:10:17,8
06:10:18,8
06:10:19,8
06:10:20,8
06:10:21,8
06:10:22,8
06:10:23,8
06:10:24,8
06:10:25,8
06:10:26,8
06:10:27,8
06:10:28,8
06:10:29,8
06:10:30,8
06:10:31,8
06:10:32,8
06:10:33,8
06:10:34,8
06:10:35,8
06:10:36,8
06:10:37,8
06:10:38,8
06:10:39,8
06:10:40,8
06:10:41,8
06:10:42,8
06:10:43,8
06:10:44,8
06:10:45,8
06:10:46,8
06:10:47,8
06:10:48,8
06:10:49,8
06:10:50,8
06:10:51,8
06:10:53,8
06:10:54,8
06:10:55,8
06:10:56,8
06:10:57,9
06:10:58,8
06:10:59,9
06:11:00,9
06:11:01,9
06:11:02,9
06:11:03,9
06:11:04,8
06:11:05,9
06:11:06,9
06:11:07,10
06:11:08,9
06:11:10,9
06:11:11,9
06:11:12,10
06:11:13,9
06:11:14,10
06:11:15,9
06:11:16,9
06:11:17,9
06:11:18,10
06:11:19,9
06:11:20,10
06:11:21,9
06:11:22,10
06:11:23,9
06:11:24,10
06:11:25,9
06:11:26,10
06:11:28,9
06:11:29,10
06:11:30,9
06:11:31,10
06:11:32,9
06:11:33,10
06:11:34,9
06:11:35,10
06:11:36,9
06:11:37,10
06:11:38,9
06:11:39,10
06:11:40,9
06:11:41,10
06:11:42,9
06:11:43,9
06:11:44,9
06:11:45,10
06:11:46,10
06:11:47,9
06:11:48,10
06:11:49,10
06:11:50,10
06:11:51,10
06:11:52,10
06:11:56,10
06:11:57,10
06:11:58,10
06:11:59,10
06:12:00,10
06:12:01,10
06:12:02,10
06:12:03,10
06:12:04,10
06:12:05,10
06:12:06,10
06:12:07,10
06:12:08,10
06:12:09,10
06:12:10,10
06:12:11,10
06:12:12,10
06:12:13,10
06:12:16,10
06:12:17,10
06:12:18,10
06:12:19,12
06:12:20,12
06:12:21,12
06:12:22,12
06:12:23,12
06:12:24,12
06:12:25,12
06:12:26,12
06:12:27,12
06:12:28,12
06:12:29,12
06:12:30,12
06:12:31,12
06:12:32,12
06:12:33,12
06:12:34,12
06:12:35,12
06:12:36,12
06:12:37,12
06:12:38,12
06:12:39,12
06:12:40,12
06:12:41,12
06:12:42,13
06:12:43,13
06:12:44,12
06:12:45,13
06:12:46,12
06:12:47,13
06:12:48,13
06:12:49,13
06:12:50,13
06:12:51,13
06:12:52,13
06:12:53,14
06:12:54,13
06:12:55,14
06:12:56,14
06:12:57,14
06:12:58,14
06:12:59,13
06:13:00,14
06:13:01,14
06:13:02,14
06:13:03,14
06:13:04,14
06:13:05,14
06:13:06,14
06:13:07,14
06:13:08,14
06:13:09,14
06:13:10,15
06:13:11,15
06:13:12,15
06:13:13,15
06:13:14,15
06:13:15,15
06:13:16,15
06:13:17,15
06:13:18,15
06:13:19,15
06:13:20,15
06:13:21,15
06:13:22,15
06:13:23,15
06:13:24,15
06:13:25,16
06:13:26,16
06:13:27,15
06:13:28,17
06:13:31,17
06:13:32,17
06:13:33,16
06:13:34,16
06:13:35,17
06:13:36,17
06:13:37,17
06:13:38,17
06:13:39,17
06:13:40,17
06:13:41,17
06:13:42,17
06:13:43,17
06:13:44,17
06:13:45,17
06:13:46,17
06:13:47,17
06:13:49,18
06:13:50,18
06:13:52,18
06:13:53,18
06:13:54,18
06:13:55,18
06:13:56,18
06:13:57,18
06:13:58,18
06:13:59,18
06:14:00,18
06:14:01,18
06:14:03,18
06:14:04,18
06:14:05,18
06:14:06,18
06:14:07,19
06:14:08,19
06:14:09,19
06:14:10,19
06:14:11,19
06:14:12,19
06:14:13,19
06:14:14,19
06:14:15,19
06:14:16,19
06:14:17,19
06:14:18,19
06:14:19,19
06:14:20,19
06:14:21,20
06:14:22,20
06:14:23,20
06:14:24,20
06:14:25,20
06:14:27,20
06:14:28,20
06:14:29,20
06:14:30,20
06:14:31,20
06:14:32,20
06:14:33,20
06:14:34,20
06:14:35,21
06:14:36,21
06:14:37,21
06:14:38,21
06:14:39,21
06:14:40,21
06:14:41,21
06:14:42,21
06:14:44,21
06:14:45,21
06:14:46,21
06:14:47,21
06:14:48,21
06:14:49,21
06:14:50,22
06:14:51,22
06:14:52,22
06:14:53,22
06:14:54,22
06:14:55,22
06:14:56,22
06:14:57,22
06:14:58,22
06:14:59,22
06:15:00,22
06:15:01,22
06:15:02,22
06:15:03,22
06:15:04,22
06:15:05,24
06:15:06,24
06:15:07,24
06:15:08,24
06:15:09,24
06:15:10,24
06:15:11,24
06:15:12,24
06:15:13,24
06:15:14,24
06:15:15,25
06:15:16,25
06:15:17,25
06:15:18,25
06:15:19,26
06:15:20,26
06:15:21,26
06:15:22,26
06:15:23,26
06:15:24,27
06:15:27,27
06:15:28,24
06:15:29,27
06:15:30,27
06:15:31,27
06:15:32,27
06:15:33,27
06:15:34,27
06:15:35,27
06:15:36,28
06:15:37,28
06:15:38,28
06:15:39,28
06:15:40,28
06:15:41,28
06:15:42,28
06:15:43,28
06:15:44,28
06:15:45,28
06:15:46,28
06:15:47,28
06:15:48,28
06:15:49,28
06:15:50,29
06:15:51,29
06:15:52,29
06:15:53,29
06:15:54,29
06:15:55,29
06:15:56,29
06:15:57,29
06:15:58,29
06:15:59,30
06:16:00,30
06:16:01,30
06:16:02,30
06:16:03,30
06:16:04,30
06:16:05,30
06:16:06,31
06:16:07,31
06:16:08,31
06:16:09,31
06:16:10,31
06:16:11,31
06:16:12,31
06:16:13,31
06:16:14,31
06:16:15,31
06:16:16,31
06:16:17,32
06:16:18,32
06:16:19,32
06:16:20,32
06:16:21,32
06:16:22,32
06:16:23,32
06:16:26,33
06:16:27,33
06:16:28,33
06:16:29,33
06:16:30,33
06:16:31,34
06:16:34,34
06:16:35,34
06:16:36,34
06:16:37,36
06:16:38,36
06:16:39,36
06:16:40,36
06:16:41,36
06:16:42,36
06:16:43,37
06:16:44,37
06:16:45,37
06:16:46,37
06:16:47,37
06:16:48,37
06:16:49,37
06:16:50,37
06:16:51,37
06:16:52,37
06:16:53,38
06:16:54,38
06:16:55,38
06:16:56,38
06:16:57,38
06:16:58,38
06:16:59,38
06:17:00,39
06:17:01,39
06:17:02,39
06:17:03,40
06:17:04,40
06:17:05,40
06:17:06,40
06:17:07,40
06:17:08,40
06:17:09,40
06:17:10,41
06:17:11,40
06:17:12,41
06:17:13,41
06:17:14,41
06:17:15,41
06:17:17,41
06:17:18,41
06:17:19,42
06:17:20,42
06:17:21,42
06:17:23,42
06:17:24,42
06:17:25,42
06:17:26,42
06:17:27,42
06:17:28,43
06:17:29,43
06:17:30,43
06:17:31,43
06:17:32,43
06:17:33,43
06:17:34,44
06:17:35,44
06:17:36,44
06:17:37,44
06:17:38,45
06:17:39,45
06:17:41,45
06:17:42,45
06:17:43,45
06:17:44,45
06:17:45,46
06:17:46,46
06:17:47,46
06:17:48,46
06:17:49,46
06:17:50,46
06:17:51,48
06:17:52,48
06:17:53,48
06:17:54,48
06:17:55,48
06:17:56,48
06:17:57,48
06:17:58,49
06:17:59,49
06:18:02,49
06:18:03,49
06:18:04,49
06:18:05,50
06:18:06,50
06:18:07,50
06:18:08,50
06:18:09,50
06:18:10,50
06:18:11,50
06:18:12,50
06:18:14,51
06:18:15,51
06:18:16,51
06:18:17,51
06:18:18,51
06:18:19,52
06:18:20,52
06:18:21,52
06:18:22,52
06:18:23,52
06:18:24,53
06:18:25,54
06:18:26,54
06:18:27,55
06:18:28,55
06:18:29,55
06:18:30,55
06:18:31,55
06:18:32,56
06:18:33,56
06:18:34,56
06:18:35,56
06:18:36,56
06:18:37,56
06:18:38,57
06:18:39,57
06:18:40,57
06:18:41,57
06:18:42,57
06:18:43,57
06:18:44,58
06:18:45,58
06:18:46,58
06:18:47,58
06:18:48,60
06:18:49,60
06:18:50,60
06:18:51,60
06:18:55,61
06:18:56,61
06:18:57,61
06:18:58,61
06:18:59,61
06:19:00,62
06:19:01,62
06:19:02,62
06:19:03,62
06:19:04,63
06:19:05,63
06:19:06,64
06:19:07,64
06:19:08,64
06:19:09,64
06:19:10,64
06:19:11,65
06:19:12,65
06:19:13,65
06:19:14,65
06:19:15,65
06:19:16,65
06:19:18,66
06:19:20,67
06:19:21,67
06:19:22,67
06:19:23,67
06:19:24,67
06:19:25,68
06:19:26,68
06:19:27,68
06:19:28,68
06:19:29,69
06:19:30,69
06:19:31,69
06:19:32,69
06:19:33,69
06:19:34,70
06:19:35,70
06:19:36,70
06:19:37,72
06:19:38,72
06:19:39,72
06:19:40,72
06:19:41,73
06:19:42,74
06:19:43,74
06:19:44,74
06:19:45,75
06:19:46,75
06:19:47,75
06:19:48,75
06:19:49,76
06:19:50,76
06:19:51,76
06:19:52,76
06:19:53,77
06:19:54,77
06:19:55,77
06:19:56,78
06:19:57,78
06:19:58,78
06:19:59,79
06:20:00,79
06:20:01,80
06:20:02,80
06:20:03,80
06:20:04,80
06:20:08,81
06:20:09,81
06:20:10,81
06:20:11,82
06:20:12,84
06:20:13,84
06:20:14,84
06:20:15,84
06:20:16,85
06:20:17,85
06:20:18,85
06:20:19,86
06:20:20,86
06:20:21,86
06:20:22,86
06:20:23,87
06:20:24,87
06:20:25,87
06:20:26,88
06:20:27,88
06:20:28,88
06:20:29,88
06:20:30,88
06:20:31,89
06:20:32,89
06:20:33,89
06:20:34,89
06:20:35,90
06:20:36,90
06:20:37,90
06:20:38,90
06:20:39,92
06:20:40,92
06:20:41,93
06:20:42,93
06:20:43,93
06:20:44,94
06:20:47,94
06:20:48,94
06:20:49,94
06:20:50,94
06:20:51,96
06:20:52,96
06:20:53,96
06:20:54,96
06:20:55,97
06:20:56,97
06:20:57,97
06:20:58,98
06:20:59,98
06:21:00,98
06:21:01,99
06:21:02,99
06:21:03,99
06:21:04,100
06:21:05,100
06:21:06,100
06:21:07,100
06:21:08,101
06:21:09,101
06:21:10,102
06:21:11,102
06:21:12,102
06:21:13,102
06:21:14,103
06:21:15,103
06:21:16,103
06:21:17,104
06:21:18,104
06:21:19,104
06:21:20,104
06:21:21,105
06:21:22,105
06:21:23,106
06:21:24,106
06:21:25,106
06:21:26,106
06:21:27,106
06:21:28,108
06:21:29,108
06:21:30,108
06:21:31,108
06:21:32,109
06:21:33,109
06:21:34,109
06:21:35,109
06:21:36,109
06:21:37,110
06:21:38,110
06:21:39,110
06:21:40,111
06:21:41,112
06:21:42,112
06:21:43,112
06:21:44,113
06:21:45,113
06:21:46,113
06:21:47,113
06:21:51,114
06:21:52,114
06:21:53,114
06:21:54,115
06:21:55,115
06:21:56,115
06:21:57,116
06:21:58,116
06:21:59,116
06:22:00,116
06:22:01,116
06:22:02,117
06:22:03,117
06:22:04,117
06:22:05,117
06:22:06,117
06:22:07,118
06:22:08,118
06:22:09,120
06:22:10,120
06:22:11,120
06:22:12,120
06:22:13,121
06:22:14,121
06:22:15,122
06:22:16,122
06:22:17,122
06:22:18,122
06:22:19,122
06:22:20,122
06:22:21,123
06:22:22,123
06:22:23,123
06:22:24,124
06:22:25,124
06:22:26,124
06:22:27,124
06:22:28,125
06:22:29,125
06:22:30,125
06:22:31,125
06:22:32,125
06:22:33,126
06:22:35,126
06:22:36,126
06:22:37,126
06:22:38,126
06:22:39,127
06:22:40,127
06:22:41,127
06:22:42,127
06:22:43,127
06:22:44,127
06:22:45,128
06:22:46,128
06:22:47,128
06:22:48,128
06:22:49,128
06:22:50,128
06:22:51,129
06:22:52,130
06:22:53,130
06:22:54,130
06:22:55,132
06:22:56,132
06:22:57,132
06:22:58,133
06:22:59,133
06:23:00,133
06:23:01,133
06:23:02,134
06:23:03,134
06:23:04,134
06:23:05,134
06:23:06,134
06:23:07,135
06:23:08,135
06:23:09,136
06:23:11,136
06:23:12,136
06:23:13,136
06:23:14,137
06:23:15,137
06:23:16,137
06:23:17,138
06:23:18,138
06:23:19,140
06:23:20,142
06:23:21,142
06:23:22,142
06:23:23,144
06:23:24,144
06:23:25,144
06:23:26,144
06:23:27,144
06:23:28,145
06:23:29,146
06:23:30,147
06:23:31,147
06:23:32,148
06:23:33,148
06:23:34,148
06:23:35,149
06:23:36,149
06:23:37,149
06:23:38,149
06:23:39,150
06:23:40,150
06:23:41,150
06:23:42,151
06:23:43,151
06:23:44,152
06:23:45,152
06:23:46,153
06:23:47,153
06:23:48,153
06:23:49,154
06:23:50,154
06:23:51,156
06:23:52,157
06:23:53,157
06:23:54,157
06:23:55,158
06:23:56,158
06:23:57,159
06:23:58,159
06:23:59,159
06:24:00,160
06:24:01,160
06:24:02,161
06:24:03,161
06:24:04,161
06:24:05,162
06:24:06,162
06:24:07,162
06:24:08,163
06:24:09,163
06:24:10,163
06:24:11,165
06:24:12,166
06:24:13,166
06:24:14,166
06:24:15,168
06:24:16,168
06:24:17,169
06:24:18,169
06:24:19,169
06:24:20,169
06:24:21,170
06:24:22,171
06:24:23,171
06:24:24,171
06:24:25,172
06:24:26,172
06:24:27,173
06:24:28,173
06:24:29,173
06:24:30,175
06:24:31,175
06:24:32,176
06:24:33,176
06:24:34,177
06:24:35,177
06:24:36,177
06:24:37,178
06:24:38,180
06:24:39,180
06:24:40,181
06:24:41,181
06:24:42,181
06:24:43,182
06:24:44,182
06:24:45,183
06:24:46,183
06:24:47,183
06:24:48,184
06:24:49,185
06:24:50,185
06:24:51,186
06:24:52,186
06:24:53,187
06:24:54,187
06:24:55,187
06:24:56,188
06:24:58,188
06:24:59,189
06:25:00,189
06:25:01,190
06:25:02,190
06:25:03,190
06:25:04,192
06:25:05,193
06:25:06,195
06:25:07,195
06:25:08,195
06:25:09,196
06:25:10,196
06:25:11,197
06:25:12,197
06:25:13,197
06:25:14,198
06:25:15,198
06:25:16,199
06:25:17,199
06:25:18,200
06:25:19,200
06:25:20,200
06:25:21,201
06:25:22,201
06:25:23,204
06:25:24,204
06:25:25,204
06:25:26,205
06:25:27,205
06:25:28,207
06:25:29,207
06:25:30,208
06:25:31,208
06:25:32,208
06:25:33,209
06:25:34,209
06:25:35,209
06:25:36,210
06:25:37,210
06:25:38,211
06:25:39,211
06:25:40,213
06:25:41,213
06:25:42,214
06:25:43,214
06:25:44,214
06:25:45,216
06:25:46,216
06:25:47,217
06:25:48,217
06:25:49,218
06:25:50,218
06:25:51,220
06:25:52,220
06:25:53,220
06:25:54,221
06:25:55,221
06:25:56,223
06:25:57,223
06:25:58,224
06:25:59,224
06:26:00,224
06:26:01,225
06:26:02,226
06:26:03,226
06:26:04,228
06:26:05,228
06:26:06,228
06:26:07,229
06:26:08,229
06:26:09,229
06:26:10,230
06:26:11,230
06:26:12,232
06:26:13,233
06:26:14,234
06:26:15,234
06:26:16,234
06:26:17,234
06:26:18,235
06:26:19,236
06:26:20,236
06:26:21,237
06:26:22,237
06:26:23,238
06:26:24,238
06:26:25,238
06:26:26,240
06:26:27,241
06:26:28,242
06:26:29,242
06:26:30,243
06:26:31,243
06:26:32,244
06:26:33,244
06:26:34,245
06:26:35,246
06:26:37,247
06:26:38,247
06:26:39,248
06:26:40,248
06:26:41,249
06:26:42,249
06:26:43,252
06:26:44,252
06:26:45,253
06:26:46,253
06:26:47,254
06:26:48,254
06:26:49,254
06:26:50,255
06:26:51,256
06:26:52,256
06:26:53,256
06:26:54,257
06:26:55,258
06:26:56,259
06:26:57,259
06:26:58,260
06:26:59,261
06:27:00,261
06:27:01,262
06:27:02,262
06:27:03,264
06:27:04,265
06:27:05,265
06:27:06,266
06:27:07,266
06:27:08,267
06:27:09,267
06:27:10,268
06:27:11,268
06:27:12,269
06:27:13,270
06:27:14,272
06:27:15,272
06:27:16,273
06:27:17,273
06:27:18,273
06:27:19,274
06:27:20,276
06:27:21,276
06:27:22,277
06:27:23,277
06:27:24,278
06:27:25,278
06:27:26,280
06:27:27,281
06:27:28,281
06:27:29,282
06:27:30,282
06:27:31,283
06:27:32,283
06:27:33,284
06:27:34,284
06:27:35,284
06:27:36,286
06:27:37,288
06:27:38,288
06:27:39,288
06:27:40,289
06:27:41,290
06:27:42,290
06:27:43,291
06:27:44,291
06:27:45,292
06:27:46,292
06:27:47,293
06:27:48,294
06:27:49,295
06:27:50,296
06:27:51,296
06:27:52,297
06:27:53,297
06:27:54,298
06:27:55,298
06:27:56,300
06:27:57,301
06:27:58,301
06:27:59,301
06:28:00,302
06:28:01,302
06:28:02,303
06:28:03,303
06:28:04,306
06:28:05,306
06:28:06,306
06:28:07,307
06:28:08,307
06:28:09,308
06:28:10,308
06:28:11,309
06:28:12,309
06:28:13,310
06:28:14,310
06:28:15,312
06:28:16,312
06:28:17,313
06:28:18,314
06:28:19,315
06:28:20,315
06:28:21,316
06:28:22,316
06:28:23,317
06:28:24,317
06:28:25,317
06:28:26,318
06:28:27,319
06:28:28,320
06:28:29,320
06:28:31,321
06:28:32,321
06:28:33,321
06:28:34,322
06:28:35,324
06:28:36,324
06:28:37,325
06:28:38,326
06:28:39,326
06:28:40,327
06:28:41,327
06:28:42,327
06:28:43,328
06:28:44,328
06:28:45,329
06:28:46,329
06:28:47,329
06:28:48,330
06:28:49,330
06:28:50,330
06:28:51,331
06:28:52,331
06:28:53,333
06:28:54,334
06:28:55,334
06:28:56,336
06:28:57,336
06:28:58,337
06:28:59,337
06:29:00,337
06:29:01,338
06:29:02,338
06:29:03,339
06:29:04,339
06:29:05,339
06:29:06,340
06:29:07,340
06:29:08,340
06:29:09,341
06:29:10,341
06:29:11,342
06:29:12,343
06:29:13,343
06:29:14,344
06:29:15,344
06:29:16,344
06:29:17,346
06:29:18,346
06:29:19,346
06:29:20,348
06:29:21,348
06:29:22,349
06:29:23,349
06:29:24,349
06:29:25,349
06:29:26,350
06:29:27,350
06:29:28,350
06:29:29,351
06:29:30,353
06:29:31,353
06:29:32,354
06:29:33,354
06:29:34,354
06:29:35,354
06:29:36,355
06:29:37,355
06:29:38,356
06:29:39,356
06:29:40,356
06:29:41,357
06:29:43,357
06:29:44,358
06:29:45,360
06:29:46,360
06:29:47,360
06:29:48,361
06:29:49,361
06:29:50,362
06:29:51,363
06:29:52,363
06:29:53,364
06:29:54,364
06:29:55,364
06:29:56,365
06:29:57,366
06:29:58,366
06:29:59,366
06:30:00,366
06:30:01,367
06:30:02,367
06:30:03,367
06:30:04,367
06:30:05,368
06:30:06,368
06:30:07,369
06:30:08,369
06:30:09,370
06:30:10,372
06:30:11,373
06:30:12,373
06:30:13,374
06:30:14,374
06:30:15,374
06:30:16,375
06:30:17,375
06:30:18,375
06:30:19,376
06:30:20,376
06:30:21,377
06:30:22,377
06:30:23,377
06:30:24,378
06:30:25,378
06:30:26,379
06:30:27,379
06:30:28,379
06:30:29,381
06:30:30,381
06:30:31,381
06:30:32,381
06:30:33,382
06:30:35,382
06:30:36,384
06:30:37,384
06:30:38,384
06:30:39,385
06:30:40,386
06:30:41,386
06:30:42,387
06:30:43,387
06:30:44,387
06:30:45,388
06:30:46,388
06:30:47,388
06:30:48,389
06:30:49,390
06:30:50,390
06:30:51,391
06:30:52,392
06:30:53,392
06:30:54,392
06:30:55,393
06:30:56,393
06:30:57,394
06:30:58,394
06:30:59,394
06:31:00,396
06:31:01,396
06:31:02,396
06:31:03,397
06:31:04,397
06:31:05,398
06:31:06,399
06:31:07,399
06:31:09,400
06:31:10,401
06:31:11,401
06:31:12,401
06:31:13,402
06:31:14,402
06:31:15,402
06:31:16,403
06:31:17,403
06:31:18,404
06:31:19,404
06:31:20,405
06:31:21,405
06:31:22,405
06:31:23,406
06:31:24,406
06:31:25,408
06:31:26,408
06:31:27,408
06:31:28,409
06:31:29,410
06:31:30,411
06:31:31,412
06:31:32,412
06:31:33,412
06:31:34,413
06:31:35,413
06:31:36,413
06:31:37,414
06:31:38,414
06:31:39,415
06:31:40,415
06:31:41,415
06:31:42,416
06:31:43,416
06:31:44,417
06:31:45,417
06:31:46,422
06:31:47,422
06:31:48,423
06:31:49,423
06:31:50,423
06:31:51,424
06:31:52,426
06:31:53,426
06:31:54,426
06:31:55,427
06:31:56,427
06:31:57,428
06:31:58,428
06:31:59,428
06:32:00,428
06:32:01,429
06:32:02,429
06:32:03,429
06:32:04,430
06:32:05,430
06:32:06,430
06:32:07,433
06:32:08,433
06:32:09,433
06:32:10,434
06:32:11,434
06:32:12,434
06:32:13,436
06:32:14,436
06:32:15,437
06:32:16,437
06:32:17,437
06:32:18,438
06:32:19,438
06:32:20,438
06:32:21,439
06:32:22,439
06:32:23,440
06:32:25,440
06:32:26,440
06:32:27,441
06:32:28,441
06:32:29,441
06:32:30,442
06:32:31,442
06:32:32,445
06:32:33,446
06:32:34,446
06:32:35,446
06:32:36,447
06:32:37,447
06:32:38,447
06:32:39,448
06:32:40,448
06:32:41,449
06:32:42,449
06:32:43,450
06:32:44,450
06:32:45,450
06:32:46,451
06:32:47,451
06:32:48,452
06:32:49,452
06:32:50,452
06:32:51,454
06:32:52,454
06:32:53,456
06:32:54,456
06:32:55,456
06:32:56,457
06:32:57,457
06:32:58,458
06:32:59,459
06:33:00,459
06:33:01,459
06:33:02,460
06:33:03,460
06:33:04,461
06:33:05,461
06:33:06,461
06:33:07,462
06:33:08,462
06:33:09,462
06:33:10,463
06:33:11,464
06:33:12,464
06:33:13,465
06:33:14,465
06:33:15,465
06:33:16,466
06:33:17,466
06:33:18,468
06:33:19,468
06:33:20,468
06:33:21,469
06:33:22,469
06:33:23,469
06:33:24,470
06:33:25,470
06:33:26,470
06:33:27,471
06:33:28,471
06:33:29,471
06:33:30,474
06:33:31,474
06:33:32,474
06:33:33,474
06:33:34,475
06:33:35,475
06:33:36,476
06:33:37,476
06:33:38,476
06:33:39,477
06:33:40,478
06:33:41,478
06:33:42,478
06:33:43,478
06:33:44,480
06:33:45,480
06:33:46,481
06:33:47,481
06:33:48,482
06:33:49,483
06:33:50,483
06:33:52,483
06:33:53,484
06:33:54,484
06:33:55,485
06:33:56,486
06:33:57,486
06:33:58,486
06:33:59,487
06:34:00,487
06:34:01,487
06:34:02,488
06:34:03,488
06:34:04,488
06:34:05,488
06:34:06,489
06:34:07,489
06:34:08,489
06:34:09,490
06:34:10,490
06:34:11,490
06:34:12,493
06:34:13,493
06:34:14,493
06:34:15,494
06:34:16,494
06:34:17,495
06:34:18,495
06:34:19,495
06:34:20,496
06:34:21,496
06:34:22,497
06:34:23,497
06:34:24,497
06:34:25,498
06:34:26,498
06:34:27,499
06:34:28,499
06:34:29,500
06:34:30,500
06:34:31,500
06:34:32,501
06:34:33,501
06:34:34,502
06:34:35,502
06:34:36,504
06:34:37,504
06:34:38,504
06:34:39,505
06:34:40,505
06:34:41,505
06:34:42,506
06:34:43,506
06:34:44,506
06:34:45,507
06:34:46,507
06:34:47,507
06:34:48,508
06:34:49,508
06:34:50,508
06:34:51,509
06:34:52,509
06:34:53,509
06:34:54,511
06:34:55,512
06:34:56,512
06:34:57,512
06:34:58,513
06:34:59,513
06:35:00,513
06:35:01,514
06:35:02,514
06:35:03,514
06:35:04,516
06:35:05,516
06:35:06,516
06:35:07,517
06:35:08,517
06:35:09,517
06:35:10,518
06:35:11,518
06:35:12,518
06:35:13,519
06:35:14,519
06:35:15,519
06:35:16,519
06:35:17,521
06:35:18,521
06:35:19,521
06:35:20,522
06:35:21,522
06:35:22,522
06:35:23,523
06:35:24,523
06:35:25,523
06:35:26,525
06:35:27,525
06:35:28,525
06:35:30,525
06:35:31,526
06:35:32,526
06:35:33,526
06:35:34,528
06:35:35,528
06:35:36,528
06:35:37,528
06:35:38,529
06:35:39,529
06:35:40,530
06:35:41,531
06:35:42,531
06:35:43,532
06:35:44,532
06:35:45,532
06:35:46,533
06:35:47,533
06:35:48,533
06:35:49,534
06:35:50,534
06:35:51,534
06:35:52,535
06:35:53,535
06:35:54,535
06:35:55,536
06:35:56,536
06:35:57,536
06:35:58,537
